t,z(t),v(t),a(t) (added)
12.5201,1.557618,0.1031432,-155.7618
12.5401,1.559058,0.07199083,-155.9058
12.5601,1.559874,0.04080967,-155.9874
12.5801,1.560067,0.009612183,-156.0067
12.6001,1.559635,-0.02158915,-155.9635
12.6201,1.558579,-0.05278185,-155.8579
12.6401,1.5569,-0.08395343,-155.69
12.6601,1.554598,-0.1150914,-155.4598
12.6801,1.551675,-0.1461834,-155.1675
12.7001,1.54813,-0.1772169,-154.813
12.7201,1.543967,-0.2081795,-154.3967
12.7401,1.539186,-0.2390588,-153.9186
12.7601,1.533789,-0.2698425,-153.3789
12.7801,1.527778,-0.3005183,-152.7778
12.8001,1.521157,-0.3310739,-152.1157
12.8201,1.513927,-0.361497,-151.3927
12.8401,1.506091,-0.3917755,-150.6091
12.8601,1.497653,-0.4218974,-149.7654
12.88011,1.488616,-0.4518504,-148.8616
12.90011,1.478984,-0.4816228,-147.8984
12.92011,1.46876,-0.5112025,-146.876
12.94011,1.457948,-0.5405777,-145.7948
12.96011,1.446554,-0.5697366,-144.6554
12.98011,1.43458,-0.5986677,-143.458
13.00011,1.422033,-0.6273593,-142.2033
13.02011,1.408917,-0.6557999,-140.8917
13.04011,1.395237,-0.6839783,-139.5237
13.06011,1.381,-0.711883,-138.1
13.08011,1.36621,-0.739503,-136.621
13.10011,1.350873,-0.7668272,-135.0873
13.12011,1.334996,-0.7938447,-133.4996
13.14011,1.318585,-0.8205446,-131.8585
13.16011,1.301647,-0.8469163,-130.1647
13.18011,1.284188,-0.8729492,-128.4188
13.20011,1.266215,-0.898633,-126.6215
13.22011,1.247736,-0.9239573,-124.7736
13.24011,1.228758,-0.948912,-122.8758
13.26011,1.209288,-0.9734872,-120.9288
13.28011,1.189335,-0.997673,-118.9335
13.30011,1.168905,-1.02146,-116.8905
13.32012,1.148009,-1.044838,-114.8009
13.34012,1.126653,-1.067798,-112.6653
13.36012,1.104846,-1.090331,-110.4846
13.38012,1.082598,-1.112428,-108.2598
13.40012,1.059916,-1.13408,-105.9916
13.42012,1.03681,-1.155278,-103.681
13.44012,1.01329,-1.176014,-101.329
13.46012,0.9893646,-1.19628,-98.93645
13.48012,0.9650432,-1.216068,-96.50432
13.50012,0.9403358,-1.235368,-94.03358
13.52012,0.9152523,-1.254175,-91.52523
13.54012,0.8898028,-1.27248,-88.98028
13.56012,0.8639972,-1.290276,-86.39972
13.58012,0.8378461,-1.307556,-83.78461
13.60012,0.8113598,-1.324313,-81.13598
13.62012,0.784549,-1.34054,-78.4549
13.64012,0.7574244,-1.356231,-75.74243
13.66012,0.7299967,-1.37138,-72.99967
13.68012,0.7022771,-1.38598,-70.22771
13.70012,0.6742766,-1.400025,-67.42766
13.72012,0.6460063,-1.413511,-64.60063
13.74012,0.6174777,-1.426431,-61.74777
13.76013,0.5887021,-1.438781,-58.87021
13.78013,0.559691,-1.450555,-55.9691
13.80013,0.5304561,-1.461748,-53.04561
13.82013,0.5010089,-1.472358,-50.10089
13.84013,0.4713614,-1.482378,-47.13614
13.86013,0.4415253,-1.491805,-44.15253
13.88013,0.4115126,-1.500636,-41.15126
13.90013,0.3813353,-1.508866,-38.13353
13.92013,0.3510054,-1.516492,-35.10054
13.94013,0.3205352,-1.523512,-32.05352
13.96013,0.2899367,-1.529923,-28.99367
13.98013,0.2592223,-1.535722,-25.92223
14.00013,0.2284041,-1.540906,-22.84041
14.02013,0.1974947,-1.545474,-19.74947
14.04013,0.1665062,-1.549424,-16.65062
14.06013,0.1354511,-1.552754,-13.54511
14.08013,0.1043418,-1.555463,-10.43418
14.10013,0.07319081,-1.55755,-7.319081
14.12013,0.04201053,-1.559014,-4.201053
14.14013,0.01081344,-1.559854,-1.081344
14.16013,-0.02038797,-1.560071,2.038797
14.18013,-0.05158122,-1.559663,5.158122
14.20014,-0.08275384,-1.558631,8.275384
14.22014,-0.1138934,-1.556976,11.38934
14.24014,-0.1449873,-1.554698,14.49873
14.26014,-0.1760233,-1.551798,17.60233
14.28014,-0.2069888,-1.548278,20.69888
14.30014,-0.2378716,-1.544138,23.78716
14.32014,-0.2686592,-1.539381,26.86592
14.34014,-0.2993394,-1.534007,29.93394
14.36014,-0.3298998,-1.528021,32.98997
14.38014,-0.3603282,-1.521423,36.03282
14.40014,-0.3906125,-1.514216,39.06125
14.42014,-0.4207406,-1.506404,42.07406
14.44014,-0.4507003,-1.497989,45.07003
14.46014,-0.4804798,-1.488975,48.04799
14.48014,-0.5100672,-1.479365,51.00672
14.50014,-0.5394505,-1.469164,53.94505
14.52014,-0.5686179,-1.458375,56.86179
14.54014,-0.597558,-1.447003,59.7558
14.56014,-0.626259,-1.435051,62.6259
14.58014,-0.6547096,-1.422526,65.47095
14.60014,-0.6828982,-1.409432,68.28983
14.62014,-0.7108137,-1.395774,71.08137
14.64015,-0.7384449,-1.381558,73.84449
14.66015,-0.7657806,-1.366789,76.57806
14.68015,-0.7928101,-1.351473,79.28101
14.70015,-0.8195224,-1.335617,81.95225
14.72015,-0.845907,-1.319227,84.5907
14.74015,-0.8719531,-1.302309,87.19531
14.76015,-0.8976505,-1.28487,89.76505
14.78015,-0.9229889,-1.266917,92.29889
14.80015,-0.9479581,-1.248457,94.79581
14.82015,-0.972548,-1.229498,97.2548
14.84015,-0.9967489,-1.210047,99.6749
14.86015,-1.020551,-1.190112,102.0551
14.88015,-1.043945,-1.169701,104.3945
14.90015,-1.066922,-1.148822,106.6922
14.92015,-1.089471,-1.127483,108.9471
14.94015,-1.111585,-1.105694,111.1585
14.96015,-1.133254,-1.083462,113.3254
14.98015,-1.15447,-1.060797,115.447
15.00015,-1.175224,-1.037708,117.5224
15.02015,-1.195508,-1.014203,119.5508
15.04015,-1.215314,-0.9902929,121.5314
15.06015,-1.234634,-0.9659866,123.4634
15.08016,-1.25346,-0.941294,125.346
15.10016,-1.271785,-0.9162248,127.1785
15.12016,-1.2896,-0.8907891,128.96
15.14016,-1.3069,-0.8649971,130.69
15.16016,-1.323677,-0.8388591,132.3677
15.18016,-1.339925,-0.8123856,133.9925
15.20016,-1.355637,-0.7855871,135.5637
15.22016,-1.370806,-0.7584743,137.0806
15.24016,-1.385428,-0.7310582,138.5428
15.26016,-1.399495,-0.7033497,139.9495
15.28016,-1.413002,-0.6753598,141.3002
15.30016,-1.425944,-0.6470998,142.5944
15.32016,-1.438316,-0.6185809,143.8316
15.34016,-1.450112,-0.5898146,145.0112
15.36016,-1.461328,-0.5608124,146.1328
15.38016,-1.47196,-0.5315858,147.196
15.40016,-1.482003,-0.5021466,148.2003
15.42016,-1.491453,-0.4725066,149.1453
15.44016,-1.500306,-0.4426775,150.0306
15.46016,-1.50856,-0.4126714,150.856
15.48016,-1.51621,-0.3825002,151.621
15.50016,-1.523253,-0.352176,152.3253
15.52017,-1.529687,-0.3217109,152.9687
15.54017,-1.53551,-0.2911172,153.551
15.56017,-1.540718,-0.260407,154.0718
15.58017,-1.54531,-0.2295927,154.531
15.60017,-1.549283,-0.1986865,154.9283
15.62017,-1.552637,-0.1677008,155.2637
15.64017,-1.55537,-0.136648,155.537
15.66017,-1.557481,-0.1055406,155.7481
15.68017,-1.558969,-0.07439101,155.8969
15.70017,-1.559833,-0.04321162,155.9833
15.72017,-1.560074,-0.01201496,156.0074
15.74017,-1.55969,0.01918651,155.969
15.76017,-1.558682,0.05038031,155.8682
15.78017,-1.557051,0.08155396,155.7051
15.80017,-1.554798,0.112695,155.4798
15.82017,-1.551922,0.1437909,155.1922
15.84017,-1.548425,0.1748294,154.8425
15.86017,-1.544309,0.2057979,154.4309
15.88017,-1.539576,0.2366841,153.9576
15.90017,-1.534226,0.2674756,153.4226
15.92017,-1.528263,0.2981601,152.8263
15.94018,-1.521688,0.3287254,152.1688
15.96018,-1.514505,0.3591591,151.4505
15.98018,-1.506716,0.3894492,150.6716
16.00018,-1.498325,0.4195836,149.8325
16.02018,-1.489334,0.4495501,148.9333
16.04018,-1.479747,0.4793367,147.9747
16.06018,-1.469568,0.5089317,146.9568
16.08018,-1.458802,0.538323,145.8802
16.10018,-1.447452,0.5674991,144.7452
16.12018,-1.435523,0.5964481,143.5523
16.14018,-1.42302,0.6251585,142.302
16.16018,-1.409947,0.6536189,140.9947
16.18018,-1.396311,0.6818179,139.6311
16.20018,-1.382116,0.7097441,138.2116
16.22018,-1.367368,0.7373864,136.7368
16.24018,-1.352074,0.7647338,135.2074
16.26018,-1.336238,0.7917753,133.6238
16.28018,-1.319868,0.8185,131.9868
16.30018,-1.30297,0.8448974,130.297
16.32018,-1.285551,0.8709568,128.5551
16.34018,-1.267618,0.8966678,126.7618
16.36018,-1.249177,0.9220201,124.9177
16.38018,-1.230237,0.9470037,123.0237
16.40018,-1.210805,0.9716084,121.0805
16.42019,-1.190888,0.9958245,119.0888
16.44019,-1.170496,1.019642,117.0496
16.46019,-1.149634,1.043052,114.9634
16.48019,-1.128314,1.066045,112.8314
16.50019,-1.106541,1.088611,110.6541
16.52019,-1.084326,1.110742,108.4326
16.54019,-1.061678,1.132429,106.1678
16.56019,-1.038605,1.153662,103.8605
16.58019,-1.015116,1.174434,101.5116
16.60019,-0.9912212,1.194737,99.12212
16.62019,-0.96693,1.214561,96.693
16.64019,-0.942252,1.2339,94.2252
16.66019,-0.9171972,1.252745,91.71972
16.68019,-0.8917754,1.271089,89.17754
16.70019,-0.8659969,1.288924,86.59969
16.72019,-0.839872,1.306244,83.9872
16.74019,-0.8134112,1.323041,81.34112
16.76019,-0.786625,1.33931,78.6625
16.78019,-0.7595241,1.355042,75.95241
16.80019,-0.7321194,1.370233,73.21194
16.82019,-0.7044219,1.384875,70.44219
16.84019,-0.6764427,1.398963,67.64427
16.8602,-0.6481928,1.412492,64.81928
16.8802,-0.6196837,1.425456,61.96837
16.9002,-0.5909267,1.43785,59.09267
16.9202,-0.5619333,1.449668,56.19333
16.9402,-0.5327152,1.460907,53.27152
16.9602,-0.503284,1.471561,50.3284
16.9802,-0.4736514,1.481627,47.36514
17.0002,-0.4438294,1.4911,44.38295
17.0202,-0.4138299,1.499977,41.38299
17.0402,-0.3836648,1.508253,38.36649
17.0602,-0.3533463,1.515927,35.33463
17.0802,-0.3228864,1.522994,32.28864
17.1002,-0.2922974,1.529451,29.22974
17.1202,-0.2615915,1.535297,26.15915
17.1402,-0.2307809,1.540529,23.07809
17.1602,-0.199878,1.545145,19.9878
17.1802,-0.1688952,1.549142,16.88952
17.2002,-0.1378448,1.55252,13.78448
17.2202,-0.1067392,1.555277,10.67392
17.2402,-0.07559101,1.557412,7.559101
17.2602,-0.04441253,1.558924,4.441253
17.2802,-0.01321629,1.559812,1.321629
17.30021,0.01798523,1.560076,-1.798523
17.32021,0.04917956,1.559717,-4.917956
17.34021,0.08035422,1.558733,-8.035422
17.36021,0.1114967,1.557126,-11.14967
17.38021,0.1425947,1.554896,-14.25947
17.40021,0.1736355,1.552044,-17.36355
17.42021,0.204607,1.548571,-20.4607
17.44021,0.2354966,1.544479,-23.54966
17.46021,0.2662919,1.539769,-26.62919
17.48021,0.2969808,1.534444,-29.69808
17.50021,0.3275509,1.528504,-32.75509
17.52021,0.35799,1.521953,-35.799
17.54021,0.3882858,1.514793,-38.82858
17.56021,0.4184264,1.507027,-41.84264
17.58021,0.4483995,1.498659,-44.83995
17.60021,0.4781934,1.489691,-47.81934
17.62021,0.5077959,1.480127,-50.77959
17.64021,0.5371953,1.469971,-53.71953
17.66021,0.5663798,1.459227,-56.63799
17.68021,0.5953378,1.4479,-59.53378
17.70021,0.6240577,1.435993,-62.40577
17.72021,0.6525279,1.423512,-65.25278
17.74022,0.6807371,1.410461,-68.07371
17.76022,0.708674,1.396846,-70.8674
17.78022,0.7363275,1.382673,-73.63274
17.80022,0.7636864,1.367946,-76.36864
17.82022,0.7907399,1.352673,-79.07399
17.84022,0.817477,1.336858,-81.7477
17.86022,0.8438872,1.320508,-84.38872
17.88022,0.8699598,1.303631,-86.99599
17.90022,0.8956845,1.286231,-89.56845
17.92022,0.9210508,1.268318,-92.10509
17.94022,0.9460488,1.249897,-94.60488
17.96022,0.9706683,1.230976,-97.06683
17.98022,0.9948996,1.211562,-99.48996
18.00022,1.018733,1.191664,-101.8733
18.02022,1.042159,1.17129,-104.2159
18.04022,1.065168,1.150447,-106.5168
18.06022,1.087751,1.129143,-108.7751
18.08022,1.109898,1.107388,-110.9898
18.10022,1.131602,1.08519,-113.1602
18.12022,1.152853,1.062558,-115.2853
18.14022,1.173643,1.039501,-117.3643
18.16022,1.193964,1.016028,-119.3964
18.18023,1.213807,0.992149,-121.3807
18.20023,1.233164,0.9678729,-123.3164
18.22023,1.252028,0.9432096,-125.2029
18.24023,1.270392,0.918169,-127.0392
18.26023,1.288247,0.8927612,-128.8247
18.28023,1.305587,0.8669962,-130.5587
18.30023,1.322405,0.8408845,-132.2405
18.32023,1.338693,0.8144364,-133.8693
18.34023,1.354447,0.7876626,-135.4447
18.36023,1.369658,0.7605736,-136.9658
18.38023,1.384322,0.7331805,-138.4322
18.40023,1.398432,0.705494,-139.8432
18.42023,1.411982,0.6775254,-141.1982
18.44023,1.424968,0.6492857,-142.4968
18.46023,1.437384,0.6207864,-143.7384
18.48023,1.449224,0.5920387,-144.9224
18.50023,1.460485,0.5630542,-146.0486
18.52023,1.471162,0.5338445,-147.1162
18.54023,1.481251,0.5044212,-148.1251
18.56023,1.490747,0.4747962,-149.0747
18.58023,1.499646,0.4449813,-149.9646
18.60023,1.507946,0.4149883,-150.7946
18.62024,1.515643,0.3848294,-151.5643
18.64024,1.522733,0.3545166,-152.2733
18.66024,1.529214,0.3240619,-152.9214
18.68024,1.535084,0.2934776,-153.5084
18.70024,1.540339,0.262776,-154.0339
18.72024,1.544979,0.2319692,-154.4979
18.74024,1.549,0.2010696,-154.9
18.76024,1.552402,0.1700896,-155.2402
18.78024,1.555183,0.1390416,-155.5183
18.80024,1.557341,0.1079379,-155.7341
18.82024,1.558877,0.07679109,-155.8877
18.84024,1.559789,0.04561353,-155.9789
18.86024,1.560078,0.01441774,-156.0078
18.88024,1.559742,-0.01678382,-155.9742
18.90024,1.558783,-0.04797867,-155.8783
18.92024,1.557199,-0.07915433,-155.7199
18.94024,1.554994,-0.1102983,-155.4993
18.96024,1.552166,-0.1413982,-155.2166
18.98024,1.548717,-0.1724415,-154.8717
19.00024,1.544648,-0.2034158,-154.4648
19.02024,1.539962,-0.2343088,-153.9962
19.04025,1.53466,-0.265108,-153.466
19.06025,1.528744,-0.2958013,-152.8744
19.08025,1.522216,-0.3263761,-152.2216
19.10025,1.51508,-0.3568205,-151.508
19.12025,1.507338,-0.3871221,-150.7338
19.14025,1.498992,-0.4172688,-149.8992
19.16025,1.490047,-0.4472487,-149.0047
19.18025,1.480506,-0.4770496,-148.0506
19.20025,1.470373,-0.5066597,-147.0373
19.22025,1.459652,-0.5360672,-145.9652
19.24025,1.448346,-0.5652602,-144.8347
19.26025,1.436462,-0.5942271,-143.6462
19.28025,1.424003,-0.6229564,-142.4003
19.30025,1.410974,-0.6514364,-141.0974
19.32025,1.397381,-0.6796559,-139.7381
19.34025,1.383229,-0.7076035,-138.3229
19.36025,1.368523,-0.7352681,-136.8523
19.38025,1.353271,-0.7626386,-135.3271
19.40025,1.337477,-0.789704,-133.7477
19.42025,1.321148,-0.8164535,-132.1148
19.44025,1.30429,-0.8428765,-130.429
19.46025,1.286911,-0.8689623,-128.6911
19.48026,1.269017,-0.8947005,-126.9017
19.50026,1.250615,-0.9200808,-125.0615
19.52026,1.231713,-0.9450932,-123.1713
19.54026,1.212319,-0.9697274,-121.2319
19.56026,1.192439,-0.9939738,-119.2439
19.58026,1.172083,-1.017823,-117.2083
19.60026,1.151258,-1.041264,-115.1258
19.62026,1.129972,-1.064289,-112.9972
19.64026,1.108234,-1.086889,-110.8234
19.66026,1.086053,-1.109054,-108.6053
19.68026,1.063437,-1.130775,-106.3438
19.70026,1.040397,-1.152043,-104.0397
19.72026,1.01694,-1.172851,-101.694
19.74026,0.9930757,-1.19319,-99.30757
19.76026,0.9688147,-1.213052,-96.88147
19.78026,0.9441661,-1.232428,-94.41661
19.80026,0.9191399,-1.251311,-91.91399
19.82026,0.893746,-1.269694,-89.3746
19.84026,0.8679947,-1.287569,-86.79947
19.86026,0.8418961,-1.304929,-84.18961
19.88026,0.8154608,-1.321767,-81.54608
19.90026,0.7886993,-1.338076,-78.86993
19.92027,0.7616223,-1.35385,-76.16222
19.94027,0.7342406,-1.369082,-73.42406
19.96027,0.7065653,-1.383767,-70.65652
19.98027,0.6786073,-1.397899,-67.86073
20.00027,0.6503779,-1.411471,-65.03779
20.02027,0.6218883,-1.424478,-62.18883
20.04027,0.59315,-1.436916,-59.31499
20.06027,0.5641744,-1.448779,-56.41743
20.08027,0.5349731,-1.460063,-53.49731
20.10027,0.5055578,-1.470762,-50.55578
20.12027,0.4759404,-1.480873,-47.59404
20.14027,0.4461325,-1.490392,-44.61325
20.16027,0.4161462,-1.499315,-41.61462
20.18027,0.3859935,-1.507638,-38.59935
20.20027,0.3556863,-1.515358,-35.56863
20.22027,0.3252369,-1.522471,-32.52369
20.24027,0.2946574,-1.528976,-29.46574
20.26027,0.26396,-1.534869,-26.396
20.28027,0.2331571,-1.540148,-23.31571
20.30027,0.2022608,-1.544811,-20.22608
20.32027,0.1712837,-1.548857,-17.12837
20.34027,0.1402381,-1.552282,-14.02381
20.36028,0.1091363,-1.555087,-10.91363
20.38028,0.07799092,-1.55727,-7.799092
20.40028,0.04681432,-1.55883,-4.681432
20.42028,0.015619,-1.559766,-1.5619
20.44028,-0.01558257,-1.560078,1.558257
20.46028,-0.0467779,-1.559767,4.67779
20.48028,-0.07795452,-1.558831,7.795452
20.50028,-0.1091,-1.557272,10.91
20.52028,-0.1402018,-1.55509,14.02018
20.54028,-0.1712475,-1.552286,17.12475
20.56028,-0.2022247,-1.548861,20.22247
20.58028,-0.233121,-1.544816,23.3121
20.60028,-0.2639241,-1.540154,26.39241
20.62028,-0.2946216,-1.534876,29.46216
20.64028,-0.3252013,-1.528983,32.52013
20.66028,-0.3556509,-1.522479,35.56509
20.68028,-0.3859582,-1.515366,38.59582
20.70028,-0.4161111,-1.507647,41.61111
20.72028,-0.4460976,-1.499325,44.60976
20.74028,-0.4759057,-1.490403,47.59057
20.76028,-0.5055234,-1.480885,50.55234
20.78028,-0.5349389,-1.470774,53.49389
20.80029,-0.5641404,-1.460075,56.41404
20.82029,-0.5931162,-1.448793,59.31162
20.84029,-0.6218548,-1.43693,62.18549
20.86029,-0.6503447,-1.424493,65.03447
20.88029,-0.6785744,-1.411486,67.85744
20.90029,-0.7065327,-1.397915,70.65327
20.92029,-0.7342084,-1.383784,73.42084
20.94029,-0.7615904,-1.3691,76.15904
20.96029,-0.7886678,-1.353868,78.86678
20.98029,-0.8154297,-1.338095,81.54297
21.00029,-0.8418654,-1.321786,84.18654
21.02029,-0.8679644,-1.304949,86.79644
21.04029,-0.8937162,-1.28759,89.37161
21.06029,-0.9191105,-1.269715,91.91105
21.08029,-0.9441372,-1.251333,94.41372
21.10029,-0.9687862,-1.23245,96.87862
21.12029,-0.9930477,-1.213075,99.30476
21.14029,-1.016912,-1.193214,101.6912
21.16029,-1.04037,-1.172875,104.0369
21.18029,-1.063411,-1.152068,106.3411
21.20029,-1.086027,-1.1308,108.6027
21.22029,-1.108209,-1.109079,110.8209
21.2403,-1.129947,-1.086915,112.9947
21.2603,-1.151233,-1.064316,115.1233
21.2803,-1.172059,-1.041291,117.2059
21.3003,-1.192416,-1.01785,119.2416
21.3203,-1.212296,-0.9940017,121.2296
21.3403,-1.231691,-0.9697558,123.1691
21.3603,-1.250594,-0.945122,125.0594
21.3803,-1.268996,-0.9201101,126.8996
21.4003,-1.286891,-0.8947302,128.6891
21.4203,-1.30427,-0.8689924,130.427
21.4403,-1.321128,-0.842907,132.1129
21.4603,-1.337458,-0.8164845,133.7458
21.4803,-1.353253,-0.7897353,135.3253
21.5003,-1.368506,-0.7626703,136.8506
21.5203,-1.383212,-0.7353002,138.3212
21.5403,-1.397365,-0.7076359,139.7365
21.5603,-1.410959,-0.6796886,141.0959
21.5803,-1.423988,-0.6514695,142.3988
21.6003,-1.436448,-0.6229897,143.6448
21.6203,-1.448333,-0.5942608,144.8333
21.6403,-1.459639,-0.5652941,145.9639
21.66031,-1.470361,-0.5361013,147.0361
21.68031,-1.480495,-0.5066941,148.0495
21.70031,-1.490037,-0.4770842,149.0037
21.72031,-1.498982,-0.4472834,149.8982
21.74031,-1.507328,-0.4173038,150.7328
21.76031,-1.515072,-0.3871572,151.5072
21.78031,-1.522209,-0.3568558,152.2209
21.80031,-1.528737,-0.3264116,152.8737
21.82031,-1.534654,-0.2958369,153.4653
21.84031,-1.539956,-0.2651438,153.9957
21.86031,-1.544643,-0.2343447,154.4643
21.88031,-1.548712,-0.2034519,154.8712
21.90031,-1.552162,-0.1724776,155.2162
21.92031,-1.554991,-0.1414344,155.4991
21.94031,-1.557197,-0.1103346,155.7197
21.96031,-1.558781,-0.07919066,155.8781
21.98031,-1.559742,-0.04801503,155.9742
22.00031,-1.560078,-0.01682019,156.0078
22.02031,-1.55979,0.01438137,155.979
22.04031,-1.558879,0.04557718,155.8879
22.06031,-1.557344,0.07675475,155.7344
22.08031,-1.555186,0.1079016,155.5186
22.10032,-1.552406,0.1390053,155.2406
22.12032,-1.549005,0.1700534,154.9005
22.14032,-1.544984,0.2010335,154.4984
22.16032,-1.540345,0.2319332,154.0345
22.18032,-1.53509,0.2627401,153.509
22.20032,-1.529222,0.2934419,152.9222
22.22032,-1.522741,0.3240263,152.2741
22.24032,-1.515651,0.3544812,151.5651
22.26032,-1.507956,0.3847942,150.7956
22.28032,-1.499656,0.4149533,149.9656
22.30032,-1.490757,0.4449464,149.0757
22.32032,-1.481262,0.4747615,148.1262
22.34032,-1.471174,0.5043868,147.1174
22.36032,-1.460498,0.5338103,146.0498
22.38032,-1.449238,0.5630202,144.9238
22.40032,-1.437398,0.592005,143.7398
22.42032,-1.424983,0.620753,142.4983
22.44032,-1.411998,0.6492527,141.1998
22.46032,-1.398448,0.6774926,139.8448
22.48032,-1.384339,0.7054616,138.4339
22.50032,-1.369676,0.7331483,136.9676
22.52032,-1.354465,0.7605419,135.4465
22.54033,-1.338712,0.7876312,133.8712
22.56033,-1.322424,0.8144054,132.2424
22.58033,-1.305607,0.8408539,130.5607
22.60033,-1.288267,0.866966,128.8268
22.62033,-1.270413,0.8927314,127.0413
22.64033,-1.25205,0.9181396,125.205
22.66033,-1.233187,0.9431806,123.3187
22.68033,-1.21383,0.9678444,121.383
22.70033,-1.193987,0.992121,119.3987
22.72033,-1.173667,1.016001,117.3667
22.74033,-1.152878,1.039474,115.2878
22.76033,-1.131627,1.062532,113.1627
22.78033,-1.109924,1.085164,110.9924
22.80033,-1.087777,1.107363,108.7777
22.82033,-1.065194,1.129118,106.5194
22.84033,-1.042186,1.150422,104.2186
22.86033,-1.01876,1.171266,101.876
22.88033,-0.9949276,1.191641,99.49277
22.90033,-0.9706969,1.21154,97.06969
22.92033,-0.9460778,1.230954,94.60778
22.94033,-0.9210803,1.249875,92.10803
22.96033,-0.8957143,1.268297,89.57143
22.98034,-0.8699901,1.286211,86.99901
23.00034,-0.8439179,1.303611,84.39179
23.02034,-0.8175081,1.320489,81.75081
23.04034,-0.7907713,1.33684,79.07713
23.06034,-0.7637182,1.352655,76.37182
23.08034,-0.7363596,1.367929,73.63596
23.10034,-0.7087064,1.382657,70.87064
23.12034,-0.6807698,1.396831,68.07698
23.14034,-0.6525609,1.410446,65.25609
23.16034,-0.624091,1.423497,62.4091
23.18034,-0.5953714,1.435979,59.53714
23.20034,-0.5664136,1.447887,56.64137
23.22034,-0.5372294,1.459215,53.72293
23.24034,-0.5078301,1.469959,50.78301
23.26034,-0.4782278,1.480116,47.82278
23.28034,-0.4484342,1.489681,44.84342
23.30034,-0.4184612,1.498649,41.84612
23.32034,-0.3883209,1.507018,38.83208
23.34034,-0.3580252,1.514785,35.80252
23.36034,-0.3275863,1.521945,32.75863
23.38034,-0.2970163,1.528497,29.70163
23.40034,-0.2663276,1.534437,26.63276
23.42035,-0.2355323,1.539764,23.55323
23.44035,-0.2046428,1.544475,20.46428
23.46035,-0.1736714,1.548567,17.36714
23.48035,-0.1426306,1.552041,14.26306
23.50035,-0.1115328,1.554893,11.15328
23.52035,-0.08039027,1.557124,8.039027
23.54035,-0.04921564,1.558732,4.921564
23.56035,-0.01802132,1.559716,1.802132
23.58035,0.01318021,1.560076,-1.318021
23.60035,0.04437647,1.559813,-4.437647
23.62035,0.07555498,1.558925,-7.555498
23.64035,0.1067033,1.557414,-10.67033
23.66035,0.1378089,1.55528,-13.78089
23.68035,0.1688594,1.552524,-16.88594
23.70035,0.1998423,1.549147,-19.98423
23.72035,0.2307453,1.54515,-23.07453
23.74035,0.261556,1.540535,-26.1556
23.76035,0.2922621,1.535304,-29.22621
23.78035,0.3228512,1.529459,-32.28513
23.80035,0.3533113,1.523002,-35.33113
23.82035,0.38363,1.515936,-38.363
23.84035,0.4137952,1.508263,-41.37952
23.86036,0.443795,1.499987,-44.3795
23.88036,0.4736172,1.491111,-47.36172
23.90036,0.50325,1.481639,-50.325
23.92036,0.5326815,1.471574,-53.26815
23.94036,0.5618999,1.46092,-56.18999
23.96036,0.5908936,1.449682,-59.08936
23.98036,0.6196508,1.437865,-61.96508
24.00036,0.6481603,1.425472,-64.81602
24.02036,0.6764104,1.412508,-67.64104
24.04036,0.70439,1.39898,-70.439
24.06036,0.7320879,1.384892,-73.20879
24.08036,0.7594929,1.370251,-75.9493
24.10036,0.7865942,1.355061,-78.65942
24.12036,0.8133807,1.339329,-81.33807
24.14036,0.839842,1.323061,-83.9842
24.16036,0.8659673,1.306264,-86.59673
24.18036,0.8917462,1.288945,-89.17461
24.20036,0.9171684,1.27111,-91.71684
24.22036,0.9422237,1.252767,-94.22237
24.24036,0.9669022,1.233922,-96.69022
24.26036,0.9911939,1.214584,-99.11939
24.28036,1.015089,1.19476,-101.5089
24.30037,1.038578,1.174459,-103.8578
24.32037,1.061652,1.153687,-106.1652
24.34037,1.084301,1.132454,-108.4301
24.36037,1.106516,1.110768,-110.6516
24.38037,1.128289,1.088637,-112.8289
24.40037,1.149611,1.066072,-114.9611
24.42037,1.170472,1.043079,-117.0472
24.44037,1.190866,1.01967,-119.0866
24.46037,1.210783,0.9958525,-121.0783
24.48037,1.230215,0.9716368,-123.0215
24.50037,1.249156,0.9470325,-124.9156
24.52037,1.267597,0.9220494,-126.7597
24.54037,1.285531,0.8966975,-128.5531
24.56037,1.302951,0.8709868,-130.2951
24.58037,1.319849,0.8449278,-131.9849
24.60037,1.33622,0.8185308,-133.622
24.62037,1.352056,0.7918064,-135.2056
24.64037,1.367351,0.7647653,-136.7351
24.66037,1.3821,0.7374182,-138.21
24.68037,1.396295,0.7097762,-139.6295
24.70037,1.409932,0.6818503,-140.9932
24.72038,1.423005,0.6536517,-142.3005
24.74038,1.435509,0.6251916,-143.5509
24.76038,1.447439,0.5964814,-144.7439
24.78038,1.458789,0.5675326,-145.8789
24.80038,1.469556,0.5383568,-146.9556
24.82038,1.479736,0.5089657,-147.9736
24.84038,1.489323,0.479371,-148.9323
24.86038,1.498315,0.4495845,-149.8315
24.88038,1.506707,0.4196182,-150.6707
24.90038,1.514497,0.3894841,-151.4497
24.92038,1.521681,0.3591942,-152.1681
24.94038,1.528256,0.3287605,-152.8256
24.96038,1.53422,0.2981954,-153.422
24.98038,1.53957,0.267511,-153.957
25.00038,1.544305,0.2367196,-154.4305
25.02038,1.548421,0.2058335,-154.8421
25.04038,1.551919,0.1748651,-155.1918
25.06038,1.554795,0.1438267,-155.4795
25.08038,1.55705,0.1127308,-155.705
