t,z(t),v(t),a(t) (added)
25.10038,1.558681,0.08158985,-155.8681
25.12038,1.55969,0.05041622,-155.969
25.14038,1.560074,0.01922244,-156.0074
25.16039,1.559835,-0.01197904,-155.9835
25.18039,1.558971,-0.04317572,-155.8971
25.20039,1.557484,-0.07435513,-155.7484
25.22039,1.555374,-0.1055048,-155.5374
25.24039,1.552642,-0.1366123,-155.2641
25.26039,1.549288,-0.1676651,-154.9288
25.28039,1.545315,-0.1986509,-154.5315
25.30039,1.540724,-0.2295572,-154.0724
25.32039,1.535517,-0.2603717,-153.5517
25.34039,1.529695,-0.291082,-152.9695
25.36039,1.523262,-0.3216759,-152.3262
25.38039,1.516219,-0.3521411,-151.6219
25.40039,1.508569,-0.3824655,-150.8569
25.42039,1.500317,-0.4126369,-150.0317
25.44039,1.491464,-0.4426432,-149.1464
25.46039,1.482014,-0.4724725,-148.2014
25.48039,1.471972,-0.5021127,-147.1972
25.50039,1.461341,-0.5315522,-146.1341
25.52039,1.450125,-0.560779,-145.0125
25.54039,1.43833,-0.5897815,-143.833
25.56039,1.425959,-0.6185481,-142.5959
25.58039,1.413018,-0.6470672,-141.3018
25.6004,1.399511,-0.6753276,-139.9511
25.6204,1.385445,-0.7033178,-138.5445
25.6404,1.370824,-0.7310267,-137.0824
25.6604,1.355655,-0.7584432,-135.5655
25.6804,1.339944,-0.7855563,-133.9944
25.7004,1.323697,-0.8123552,-132.3697
25.7204,1.30692,-0.8388291,-130.692
25.7404,1.289621,-0.8649675,-128.9621
25.7604,1.271806,-0.8907599,-127.1806
25.7804,1.253482,-0.916196,-125.3482
25.8004,1.234657,-0.9412657,-123.4657
25.8204,1.215338,-0.9659588,-121.5338
25.8404,1.195532,-0.9902656,-119.5532
25.8604,1.175249,-1.014176,-117.5249
25.8804,1.154495,-1.037681,-115.4495
25.9004,1.13328,-1.060771,-113.328
25.9204,1.111611,-1.083437,-111.1611
25.9404,1.089497,-1.105669,-108.9497
25.9604,1.066948,-1.127459,-106.6948
25.9804,1.043972,-1.148798,-104.3972
26.0004,1.020579,-1.169677,-102.0579
26.0204,0.9967771,-1.190089,-99.6777
26.04041,0.9725766,-1.210024,-97.25765
26.06041,0.947987,-1.229476,-94.7987
26.08041,0.9230183,-1.248436,-92.30183
26.10041,0.8976804,-1.266896,-89.76804
26.12041,0.8719834,-1.28485,-87.19834
26.14041,0.8459376,-1.302289,-84.59376
26.16041,0.8195534,-1.319208,-81.95535
26.18041,0.7928414,-1.335599,-79.28414
26.20041,0.7658123,-1.351456,-76.58123
26.22041,0.7384769,-1.366772,-73.84769
26.24041,0.7108461,-1.381542,-71.08461
26.26041,0.6829309,-1.395759,-68.29309
26.28041,0.6547425,-1.409417,-65.47425
26.30041,0.6262923,-1.422512,-62.62923
26.32041,0.5975915,-1.435038,-59.75915
26.34041,0.5686517,-1.44699,-56.86517
26.36041,0.5394845,-1.458363,-53.94845
26.38041,0.5101014,-1.469153,-51.01014
26.40041,0.4805143,-1.479355,-48.05143
26.42041,0.4507351,-1.488965,-45.07351
26.44041,0.4207755,-1.49798,-42.07755
26.46041,0.3906476,-1.506395,-39.06475
26.48042,0.3603634,-1.514208,-36.03634
26.50042,0.3299351,-1.521415,-32.99351
26.52042,0.2993748,-1.528014,-29.93748
26.54042,0.2686948,-1.534002,-26.86948
26.56042,0.2379072,-1.539376,-23.79072
26.58042,0.2070246,-1.544134,-20.70246
26.60042,0.1760591,-1.548274,-17.60591
26.62042,0.1450232,-1.551795,-14.50232
26.64042,0.1139293,-1.554696,-11.39293
26.66042,0.08278979,-1.556974,-8.278979
26.68042,0.05161719,-1.55863,-5.161719
26.70042,0.02042394,-1.559663,-2.042394
26.72042,-0.01077748,-1.560071,1.077748
26.74042,-0.04197459,-1.559856,4.197459
26.76042,-0.07315491,-1.559016,7.315491
26.78042,-0.104306,-1.557553,10.4306
26.80042,-0.1354153,-1.555467,13.54153
26.82042,-0.1664705,-1.552759,16.64705
26.84042,-0.1974591,-1.549429,19.7459
26.86042,-0.2283687,-1.54548,22.83687
26.88042,-0.2591869,-1.540913,25.91869
26.90042,-0.2899015,-1.535729,28.99015
26.92043,-0.3205001,-1.529931,32.05001
26.94043,-0.3509705,-1.523521,35.09705
26.96043,-0.3813005,-1.516502,38.13005
26.98043,-0.411478,-1.508875,41.1478
27.00043,-0.4414909,-1.500646,44.14909
27.02043,-0.4713273,-1.491816,47.13273
27.04043,-0.5009751,-1.482389,50.09751
27.06043,-0.5304224,-1.47237,53.04224
27.08043,-0.5596577,-1.461761,55.96577
27.10043,-0.5886691,-1.450568,58.86691
27.12043,-0.6174449,-1.438795,61.74449
27.14043,-0.6459739,-1.426446,64.59739
27.16043,-0.6742444,-1.413527,67.42444
27.18043,-0.7022452,-1.400042,70.22453
27.20043,-0.7299652,-1.385997,72.99651
27.22043,-0.7573931,-1.371398,75.73931
27.24043,-0.7845181,-1.35625,78.45181
27.26043,-0.8113293,-1.340559,81.13293
27.28043,-0.8378159,-1.324333,83.78159
27.30043,-0.8639675,-1.307577,86.39675
27.32043,-0.8897734,-1.290297,88.97734
27.34044,-0.9152235,-1.272502,91.52235
27.36044,-0.9403074,-1.254197,94.03075
27.38044,-0.9650153,-1.235391,96.50153
27.40044,-0.9893371,-1.216091,98.93371
27.42044,-1.013263,-1.196304,101.3263
27.44044,-1.036784,-1.176039,103.6784
27.46044,-1.05989,-1.155303,105.989
27.48044,-1.082572,-1.134105,108.2572
27.50044,-1.104821,-1.112454,110.4821
27.52044,-1.126629,-1.090358,112.6628
27.54044,-1.147985,-1.067825,114.7985
27.56044,-1.168882,-1.044865,116.8882
27.58044,-1.189312,-1.021488,118.9312
27.60044,-1.209266,-0.9977015,120.9266
27.62044,-1.228736,-0.9735162,122.8736
27.64044,-1.247715,-0.9489415,124.7715
27.66044,-1.266195,-0.9239872,126.6195
27.68044,-1.284168,-0.8986633,128.4168
27.70044,-1.301628,-0.8729799,130.1628
27.72044,-1.318567,-0.8469474,131.8567
27.74044,-1.334978,-0.820576,133.4978
27.76044,-1.350856,-0.7938765,135.0856
27.78045,-1.366193,-0.7668594,136.6193
27.80045,-1.380984,-0.7395355,138.0984
27.82045,-1.395222,-0.7119159,139.5222
27.84045,-1.408902,-0.6840114,140.8902
27.86045,-1.422019,-0.6558334,142.2019
27.88045,-1.434567,-0.627393,143.4567
27.90045,-1.446541,-0.5987017,144.6541
27.92045,-1.457936,-0.5697708,145.7936
27.94045,-1.468749,-0.5406121,146.8749
27.96045,-1.478973,-0.5112371,147.8973
27.98045,-1.488606,-0.4816577,148.8606
28.00045,-1.497644,-0.4518856,149.7644
28.02045,-1.506083,-0.4219327,150.6083
28.04045,-1.513919,-0.391811,151.3919
28.06045,-1.52115,-0.3615326,152.115
28.08045,-1.527772,-0.3311096,152.7772
28.10045,-1.533783,-0.3005542,153.3783
28.12045,-1.539181,-0.2698786,153.9181
28.14045,-1.543962,-0.239095,154.3962
28.16045,-1.548127,-0.2082157,154.8127
28.18045,-1.551672,-0.1772532,155.1672
28.20045,-1.554596,-0.1462197,155.4596
28.22046,-1.556899,-0.1151278,155.6899
28.24046,-1.558579,-0.08398985,155.8579
28.26046,-1.559635,-0.05281829,155.9635
28.28046,-1.560067,-0.0216256,156.0067
28.30046,-1.559876,0.009575741,155.9876
28.32046,-1.55906,0.04077325,155.906
28.34046,-1.557621,0.07195445,155.7621
28.36046,-1.555559,0.1031069,155.5559
28.38046,-1.552875,0.134218,155.2875
28.40046,-1.549569,0.1652755,154.9569
28.42046,-1.545644,0.1962669,154.5644
28.44046,-1.5411,0.2271798,154.11
28.46046,-1.53594,0.2580018,153.594
28.48046,-1.530166,0.2887206,153.0166
28.50046,-1.523779,0.3193239,152.3779
28.52046,-1.516783,0.3497995,151.6783
28.54046,-1.509181,0.3801352,150.9181
28.56046,-1.500974,0.4103188,150.0974
28.58046,-1.492167,0.4403383,149.2168
28.60046,-1.482764,0.4701816,148.2764
28.62046,-1.472767,0.4998369,147.2767
28.64046,-1.462181,0.5292923,146.2181
28.66047,-1.45101,0.5585359,145.101
28.68047,-1.439259,0.5875561,143.9259
28.70047,-1.426932,0.6163413,142.6933
28.72047,-1.414035,0.6448799,141.4035
28.74047,-1.400572,0.6731606,140.0572
28.76047,-1.386548,0.7011721,138.6548
28.78047,-1.37197,0.728903,137.197
28.80047,-1.356843,0.7563424,135.6843
28.82047,-1.341174,0.7834793,134.1174
28.84047,-1.324968,0.8103027,132.4968
28.86047,-1.308232,0.8368021,130.8232
28.88047,-1.290972,0.8629667,129.0972
28.90047,-1.273196,0.8887861,127.3196
28.92047,-1.254911,0.9142501,125.4911
28.94047,-1.236125,0.9393483,123.6124
28.96047,-1.216843,0.9640708,121.6843
28.98047,-1.197075,0.9884077,119.7075
29.00047,-1.176828,1.012349,117.6828
29.02047,-1.15611,1.035886,115.611
29.04047,-1.13493,1.059008,113.493
29.06047,-1.113296,1.081707,111.3296
29.08047,-1.091217,1.103972,109.1217
29.10048,-1.068701,1.125797,106.8701
29.12048,-1.045757,1.147171,104.5757
29.14048,-1.022396,1.168086,102.2396
29.16048,-0.9986249,1.188534,99.8625
29.18048,-0.9744548,1.208506,97.44548
29.20048,-0.9498949,1.227995,94.98949
29.22048,-0.924955,1.246993,92.4955
29.24048,-0.8996451,1.265492,89.96452
29.26048,-0.8739755,1.283485,87.39754
29.28048,-0.8479562,1.300965,84.79562
29.30048,-0.8215977,1.317924,82.15977
29.32048,-0.7949106,1.334356,79.49106
29.34048,-0.7679055,1.350254,76.79055
29.36048,-0.7405933,1.365612,74.05933
29.38048,-0.7129848,1.380424,71.29848
29.40048,-0.6850911,1.394684,68.50912
29.42048,-0.6569234,1.408386,65.69234
29.44048,-0.628493,1.421524,62.8493
29.46048,-0.5998111,1.434094,59.98111
29.48048,-0.5708893,1.44609,57.08893
29.50048,-0.5417392,1.457508,54.17392
29.52048,-0.5123723,1.468343,51.23723
29.54049,-0.4828005,1.47859,48.28005
29.56049,-0.4530356,1.488246,45.30356
29.58049,-0.4230894,1.497307,42.30894
29.60049,-0.3929741,1.505769,39.29741
29.62049,-0.3627015,1.513628,36.27015
29.64049,-0.3322839,1.520882,33.22839
29.66049,-0.3017333,1.527528,30.17333
29.68049,-0.271062,1.533562,27.1062
29.70049,-0.2402824,1.538984,24.02824
29.72049,-0.2094066,1.543789,20.94066
29.74049,-0.178447,1.547978,17.8447
29.76049,-0.1474161,1.551546,14.74161
29.78049,-0.1163262,1.554495,11.63262
29.80049,-0.0851898,1.556821,8.51898
29.82049,-0.0540193,1.558525,5.40193
29.84049,-0.02282719,1.559605,2.282719
29.86049,0.008374047,1.560062,-0.8374047
29.88049,0.03957193,1.559894,-3.957193
29.90049,0.07075399,1.559103,-7.075399
29.92049,0.1019077,1.557688,-10.19077
29.94049,0.1330207,1.55565,-13.30207
29.96049,0.1640805,1.552989,-16.40805
29.9805,0.1950747,1.549708,-19.50747
30.0005,0.2259908,1.545806,-22.59908
30.0205,0.2568165,1.541286,-25.68165
30.0405,0.2875395,1.53615,-28.75395
30.0605,0.3181475,1.530399,-31.81475
30.0805,0.3486283,1.524036,-34.86283
30.1005,0.3789696,1.517064,-37.89695
30.1205,0.4091592,1.509484,-40.91592
30.1405,0.4391853,1.501301,-43.91853
30.1605,0.4690356,1.492517,-46.90356
30.1805,0.4986984,1.483137,-49.86983
30.2005,0.5281616,1.473163,-52.81616
30.2205,0.5574136,1.4626,-55.74136
30.2405,0.5864426,1.451451,-58.64426
30.2605,0.6152371,1.439722,-61.5237
30.2805,0.6437854,1.427418,-64.37854
30.3005,0.6720762,1.414542,-67.20763
30.3205,0.7000982,1.4011,-70.00982
30.3405,0.7278402,1.387098,-72.78402
30.3605,0.755291,1.372542,-75.52911
30.3805,0.7824398,1.357436,-78.24398
30.40051,0.8092755,1.341787,-80.92755
30.42051,0.8357875,1.325601,-83.57875
30.44051,0.8619652,1.308886,-86.19653
30.46051,0.8877982,1.291646,-88.77982
30.48051,0.913276,1.27389,-91.3276
30.50051,0.9383885,1.255625,-93.83885
30.52051,0.9631256,1.236857,-96.31256
30.54051,0.9874775,1.217595,-98.74776
30.56051,1.011434,1.197845,-101.1434
30.58051,1.034987,1.177616,-103.4987
30.60051,1.058125,1.156917,-105.8125
30.62051,1.08084,1.135754,-108.084
30.64051,1.103123,1.114137,-110.3123
30.66051,1.124964,1.092075,-112.4964
30.68051,1.146356,1.069576,-114.6356
30.70051,1.167289,1.046648,-116.7289
30.72051,1.187755,1.023303,-118.7755
30.74051,1.207746,0.9995475,-120.7746
30.76051,1.227254,0.9753926,-122.7254
30.78051,1.246271,0.9508475,-124.6271
30.80051,1.264789,0.9259221,-126.4789
30.82051,1.282802,0.9006263,-128.2802
30.84052,1.300301,0.8749703,-130.0301
30.86052,1.31728,0.8489642,-131.728
30.88052,1.333733,0.8226186,-133.3733
30.90052,1.349652,0.795944,-134.9652
30.92052,1.365031,0.7689509,-136.5031
30.94052,1.379864,0.7416503,-137.9864
30.96052,1.394145,0.7140531,-139.4145
30.98052,1.407868,0.6861702,-140.7868
31.00052,1.421028,0.6580129,-142.1028
31.02052,1.43362,0.6295923,-143.362
31.04052,1.445639,0.6009199,-144.5639
31.06052,1.457079,0.5720071,-145.7079
31.08052,1.467936,0.5428655,-146.7936
31.10052,1.478206,0.5135068,-147.8206
31.12052,1.487885,0.4839427,-148.7885
31.14052,1.496969,0.4541849,-149.6969
31.16052,1.505454,0.4242456,-150.5454
31.18052,1.513337,0.3941365,-151.3336
31.20052,1.520614,0.3638698,-152.0614
31.22052,1.527283,0.3334575,-152.7283
31.24052,1.533341,0.3029118,-153.3341
31.26052,1.538786,0.272245,-153.8786
31.28053,1.543616,0.2414693,-154.3616
31.30053,1.547827,0.2105969,-154.7827
31.32053,1.55142,0.1796404,-155.142
31.34053,1.554393,0.148612,-155.4393
31.36053,1.556743,0.1175241,-155.6743
31.38053,1.558471,0.08638929,-155.8471
31.40053,1.559575,0.05521987,-155.9575
31.42053,1.560056,0.02402837,-156.0056
31.44053,1.559912,-0.007172741,-155.9912
31.46053,1.559145,-0.03837098,-155.9145
31.48053,1.557754,-0.06955388,-155.7754
31.50053,1.55574,-0.100709,-155.574
31.52053,1.553103,-0.1318237,-155.3103
31.54053,1.549845,-0.1628858,-154.9845
31.56053,1.545968,-0.1938827,-154.5968
31.58053,1.541472,-0.2248021,-154.1472
31.60053,1.536359,-0.2556315,-153.6359
31.62053,1.530632,-0.2863587,-153.0632
31.64053,1.524292,-0.3169713,-152.4292
31.66053,1.517343,-0.3474572,-151.7343
31.68053,1.509787,-0.377804,-150.9787
31.70053,1.501627,-0.4079998,-150.1627
31.72054,1.492867,-0.4380323,-149.2867
31.74054,1.483509,-0.4678897,-148.3509
31.76054,1.473557,-0.4975598,-147.3557
31.78054,1.463017,-0.527031,-146.3017
31.80054,1.451891,-0.5562913,-145.1891
31.82054,1.440184,-0.5853292,-144.0184
31.84054,1.427902,-0.6141329,-142.7902
31.86054,1.415048,-0.6426909,-141.5048
31.88054,1.401628,-0.6709918,-140.1628
31.90054,1.387648,-0.6990244,-138.7648
31.92054,1.373112,-0.7267773,-137.3112
31.94054,1.358027,-0.7542396,-135.8027
31.96054,1.342399,-0.7814001,-134.2399
31.98054,1.326234,-0.808248,-132.6234
32.00054,1.309539,-0.8347727,-130.9539
32.02054,1.29232,-0.8609635,-129.2319
32.04054,1.274583,-0.8868098,-127.4583
32.06054,1.256337,-0.9123015,-125.6337
32.08054,1.237589,-0.9374282,-123.7589
32.10054,1.218345,-0.96218,-121.8345
32.12054,1.198614,-0.9865469,-119.8614
32.14054,1.178404,-1.010519,-117.8404
32.16055,1.157722,-1.034087,-115.7722
32.18055,1.136577,-1.057242,-113.6577
32.20055,1.114978,-1.079973,-111.4978
32.22055,1.092932,-1.102273,-109.2932
32.24055,1.07045,-1.124132,-107.045
32.26055,1.047539,-1.145541,-104.7539
32.28055,1.024209,-1.166491,-102.4209
32.30055,1.00047,-1.186976,-100.047
32.32055,0.9763299,-1.206985,-97.63299
32.34055,0.9517996,-1.226512,-95.17996
32.36055,0.9268887,-1.245548,-92.68887
32.38055,0.901607,-1.264085,-90.1607
32.40055,0.8759646,-1.282117,-87.59647
32.42055,0.8499719,-1.299637,-84.99719
32.44055,0.8236392,-1.316636,-82.36391
32.46055,0.796977,-1.333109,-79.6977
32.48055,0.769996,-1.349049,-76.9996
32.50055,0.742707,-1.364449,-74.2707
32.52055,0.715121,-1.379303,-71.5121
32.54055,0.6872489,-1.393605,-68.72489
32.56055,0.6591019,-1.40735,-65.91019
32.58055,0.6306913,-1.420532,-63.06913
32.60056,0.6020284,-1.433146,-60.20284
32.62056,0.5731246,-1.445186,-57.31247
32.64056,0.5439917,-1.456649,-54.39917
32.66056,0.5146411,-1.467529,-51.46411
32.68056,0.4850847,-1.477822,-48.50847
32.70056,0.4553342,-1.487523,-45.53342
32.72056,0.4254016,-1.49663,-42.54016
32.74056,0.3952989,-1.505138,-39.52989
32.76056,0.365038,-1.513044,-36.5038
32.78056,0.3346311,-1.520345,-33.46311
32.80056,0.3040904,-1.527037,-30.40903
32.82056,0.273428,-1.533119,-27.3428
32.84056,0.2426562,-1.538588,-24.26562
32.86056,0.2117874,-1.543441,-21.17874
32.88056,0.1808339,-1.547677,-18.08339
32.90056,0.149808,-1.551293,-14.9808
32.92056,0.1187222,-1.55429,-11.87222
32.94056,0.08758892,-1.556664,-8.758892
32.96056,0.05642061,-1.558416,-5.642061
32.98056,0.02522972,-1.559544,-2.522972
33.00056,-0.005971253,-1.560049,0.5971253
33.02057,-0.03716984,-1.559929,3.716984
33.04057,-0.06835356,-1.559186,6.835356
33.06057,-0.09950994,-1.557819,9.950994
33.08057,-0.1306265,-1.555829,13.06265
33.10057,-0.1616908,-1.553216,16.16908
33.12057,-0.1926905,-1.549982,19.26905
33.14057,-0.2236131,-1.546129,22.36131
33.16057,-0.2544462,-1.541656,25.44462
33.18057,-0.2851775,-1.536567,28.51775
33.20057,-0.3157948,-1.530864,31.57948
33.22057,-0.3462858,-1.524548,34.62857
33.24057,-0.3766382,-1.517622,37.66382
33.26057,-0.40684,-1.51009,40.684
33.28057,-0.436879,-1.501953,43.6879
33.30057,-0.4667434,-1.493215,46.67434
33.32057,-0.4964209,-1.48388,49.64209
33.34057,-0.5259,-1.473952,52.59
33.36057,-0.5551687,-1.463434,55.51687
33.38057,-0.5842153,-1.45233,58.42153
33.40057,-0.6130282,-1.440646,61.30282
33.42057,-0.641596,-1.428386,64.1596
33.44057,-0.669907,-1.415554,66.9907
33.46058,-0.6979501,-1.402156,69.79501
33.48058,-0.725714,-1.388196,72.5714
33.50058,-0.7531877,-1.373682,75.31876
33.52058,-0.78036,-1.358618,78.036
33.54058,-0.8072203,-1.343011,80.72203
33.56058,-0.8337576,-1.326867,83.37576
33.58058,-0.8599615,-1.310192,85.99615
33.60058,-0.8858213,-1.292992,88.58213
33.62058,-0.9113268,-1.275276,91.13268
33.64058,-0.9364678,-1.257049,93.64678
33.66058,-0.9612342,-1.23832,96.12342
33.68058,-0.9856161,-1.219095,98.56161
33.70058,-1.009604,-1.199383,100.9604
33.72058,-1.033188,-1.179191,103.3188
33.74058,-1.056358,-1.158527,105.6358
33.76058,-1.079106,-1.1374,107.9106
33.78058,-1.101423,-1.115818,110.1423
33.80058,-1.123298,-1.09379,112.3298
33.82058,-1.144725,-1.071324,114.4725
33.84058,-1.165693,-1.048429,116.5693
33.86058,-1.186196,-1.025115,118.6196
33.88058,-1.206223,-1.001391,120.6223
33.90059,-1.225769,-0.9772668,122.5769
33.92059,-1.244824,-0.9527515,124.4824
33.94059,-1.263381,-0.927855,126.3381
33.96059,-1.281433,-0.9025874,128.1433
33.98059,-1.298972,-0.8769587,129.8972
34.00059,-1.315991,-0.8509793,131.5991
34.02059,-1.332485,-0.8246595,133.2485
34.04059,-1.348445,-0.7980098,134.8445
34.06059,-1.363866,-0.7710409,136.3866
34.08059,-1.378741,-0.7437636,137.8741
34.10059,-1.393065,-0.7161887,139.3065
34.12059,-1.406831,-0.6883274,140.6831
34.14059,-1.420035,-0.6601908,142.0035
34.16059,-1.432671,-0.6317901,143.2671
34.18059,-1.444734,-0.6031367,144.4734
34.20059,-1.456219,-0.574242,145.6219
34.22059,-1.467121,-0.5451176,146.7121
34.24059,-1.477437,-0.5157752,147.7437
34.26059,-1.487161,-0.4862265,148.7161
34.28059,-1.496291,-0.4564832,149.6291
34.30059,-1.504822,-0.4265574,150.4822
34.32059,-1.512751,-0.396461,151.2751
34.3406,-1.520075,-0.366206,152.0075
34.3606,-1.526791,-0.3358045,152.6791
34.3806,-1.532897,-0.3052686,153.2897
34.4006,-1.538389,-0.2746107,153.8389
34.4206,-1.543266,-0.243843,154.3266
34.4406,-1.547525,-0.2129776,154.7525
34.4606,-1.551166,-0.1820271,155.1166
34.4806,-1.554186,-0.1510038,155.4186
34.5006,-1.556584,-0.1199201,155.6584
34.5206,-1.55836,-0.08878843,155.836
34.5406,-1.559512,-0.05762123,155.9512
34.5606,-1.560041,-0.02643099,156.0041
34.5806,-1.559946,0.004769825,155.9946
34.6006,-1.559226,0.03596874,155.9226
34.6206,-1.557883,0.06715326,155.7883
34.6406,-1.555917,0.09831093,155.5917
34.6606,-1.553328,0.1294293,155.3328
34.6806,-1.550118,0.1604958,155.0118
34.7006,-1.546288,0.1914982,154.6288
34.7206,-1.54184,0.222424,154.184
34.7406,-1.536775,0.2532608,153.6775
34.7606,-1.531095,0.2839963,153.1095
34.78061,-1.524802,0.3146181,152.4802
34.80061,-1.5179,0.3451142,151.79
34.82061,-1.510391,0.3754722,151.039
34.84061,-1.502277,0.40568,150.2277
34.86061,-1.493562,0.4357255,149.3562
34.88061,-1.48425,0.4655968,148.425
34.90061,-1.474345,0.4952818,147.4345
34.92061,-1.463849,0.5247687,146.3849
34.94061,-1.452769,0.5540457,145.2769
34.96061,-1.441107,0.583101,144.1107
34.98061,-1.428868,0.6119232,142.8868
35.00061,-1.416058,0.6405005,141.6058
35.02061,-1.402682,0.6688217,140.2682
35.04061,-1.388744,0.6968753,138.8744
35.06061,-1.374251,0.7246502,137.4251
35.08061,-1.359208,0.7521352,135.9209
35.10061,-1.343622,0.7793194,134.3622
35.12061,-1.327498,0.8061919,132.7498
35.14061,-1.310843,0.8327418,131.0843
35.16061,-1.293664,0.8589587,129.3664
35.18061,-1.275968,0.884832,127.5968
35.20061,-1.257761,0.9103513,125.7761
35.22062,-1.23905,0.9355065,123.905
35.24062,-1.219845,0.9602875,121.9845
35.26062,-1.200151,0.9846844,120.0151
35.28062,-1.179977,1.008687,117.9977
35.30062,-1.159331,1.032287,115.9331
35.32062,-1.138222,1.055474,113.8222
35.34062,-1.116657,1.078238,111.6657
35.36062,-1.094646,1.100571,109.4646
35.38062,-1.072196,1.122464,107.2197
35.40062,-1.049318,1.143908,104.9318
35.42062,-1.02602,1.164894,102.602
35.44062,-1.002312,1.185415,100.2312
35.46062,-0.9782028,1.205461,97.82028
35.48062,-0.9537023,1.225025,95.37023
35.50062,-0.9288204,1.244099,92.88203
35.52062,-0.9035668,1.262676,90.35668
35.54062,-0.8779519,1.280747,87.79519
35.56062,-0.8519858,1.298306,85.19858
35.58062,-0.8256789,1.315346,82.56789
35.60062,-0.7990417,1.331859,79.90417
35.62062,-0.7720849,1.34784,77.20849
35.64063,-0.7448193,1.363282,74.48193
35.66063,-0.7172557,1.378178,71.72557
35.68063,-0.6894053,1.392523,68.94053
35.70063,-0.661279,1.406311,66.1279
35.72063,-0.6328883,1.419537,63.28883
35.74063,-0.6042444,1.432195,60.42444
35.76063,-0.5753588,1.444279,57.53588
35.78063,-0.5462431,1.455787,54.62431
35.80063,-0.5169088,1.466711,51.69088
35.82063,-0.4873678,1.47705,48.73678
35.84063,-0.4576319,1.486797,45.76319
35.86063,-0.4277129,1.49595,42.77129
35.88063,-0.3976228,1.504504,39.76228
35.90063,-0.3673737,1.512456,36.73737
35.92063,-0.3369776,1.519804,33.69776
35.94063,-0.3064468,1.526543,30.64468
35.96063,-0.2757933,1.532672,27.57933
35.98063,-0.2450296,1.538188,24.50295
36.00063,-0.2141678,1.543089,21.41678
36.02063,-0.1832204,1.547372,18.32203
36.04063,-0.1521996,1.551036,15.21996
36.06063,-0.121118,1.55408,12.1118
36.08064,-0.08998797,1.556503,8.998797
36.10064,-0.05882192,1.558302,5.882193
36.12064,-0.02763235,1.559479,2.763235
36.14064,0.003568277,1.560031,-0.3568277
36.16064,0.03476748,1.55996,-3.476748
36.18064,0.06595277,1.559265,-6.595277
36.20064,0.09711168,1.557946,-9.711168
36.22064,0.1282317,1.556003,-12.82317
36.24064,0.1593005,1.553439,-15.93005
36.26064,0.1903056,1.550253,-19.03056
36.28064,0.2212345,1.546447,-22.12345
36.30064,0.2520749,1.542022,-25.20749
36.32064,0.2828145,1.53698,-28.28145
36.34064,0.313441,1.531324,-31.3441
36.36064,0.3439421,1.525055,-34.39421
36.38064,0.3743056,1.518176,-37.43056
36.40064,0.4045194,1.51069,-40.45194
36.42064,0.4345714,1.5026,-43.45715
36.44064,0.4644496,1.493909,-46.44496
36.46064,0.494142,1.484619,-49.4142
36.48064,0.5236367,1.474737,-52.36367
36.50064,0.552922,1.464264,-55.29219
36.52065,0.5819861,1.453205,-58.19861
36.54065,0.6108174,1.441566,-61.08174
36.56065,0.6394044,1.429349,-63.94044
36.58065,0.6677356,1.416561,-66.77356
36.60065,0.6957997,1.403207,-69.57997
36.62065,0.7235855,1.389291,-72.35855
36.64065,0.7510819,1.374819,-75.10819
36.66065,0.7782779,1.359797,-77.82779
36.68065,0.8051625,1.344232,-80.51625
36.70065,0.8317251,1.328129,-83.17251
36.72065,0.8579549,1.311494,-85.79549
36.74065,0.8838416,1.294335,-88.38416
36.76065,0.9093748,1.276658,-90.93748
36.78065,0.9345442,1.258471,-93.45442
36.80065,0.9593398,1.23978,-95.93398
36.82065,0.9837517,1.220593,-98.37517
36.84065,1.00777,1.200918,-100.777
36.86065,1.031385,1.180763,-103.1385
36.88065,1.054588,1.160135,-105.4588
36.90065,1.077369,1.139043,-107.7369
36.92065,1.099719,1.117496,-109.9719
36.94065,1.121629,1.095501,-112.1629
36.96066,1.14309,1.073069,-114.309
36.98066,1.164094,1.050207,-116.4094
37.00066,1.184633,1.026925,-118.4633
37.02066,1.204697,1.003232,-120.4697
37.04066,1.22428,0.9791386,-122.428
37.06066,1.243373,0.954653,-124.3373
37.08066,1.261969,0.9297855,-126.1969
37.10066,1.28006,0.9045461,-128.006
37.12066,1.297639,0.8789449,-129.7639
37.14066,1.314699,0.8529922,-131.4699
37.16066,1.331233,0.8266982,-133.1233
37.18066,1.347234,0.8000735,-134.7234
37.20066,1.362697,0.7731288,-136.2697
37.22066,1.377614,0.7458749,-137.7614
37.24066,1.391981,0.7183226,-139.1981
37.26066,1.40579,0.690483,-140.579
37.28066,1.419038,0.6623672,-141.9038
37.30066,1.431717,0.6339865,-143.1717
37.32066,1.443824,0.6053521,-144.3824
37.34066,1.455354,0.5764756,-145.5354
37.36066,1.466301,0.5473685,-146.6301
37.38066,1.476662,0.5180425,-147.6662
37.40067,1.486432,0.4885093,-148.6432
37.42067,1.495608,0.4587806,-149.5608
37.44067,1.504185,0.4288685,-150.4185
37.46067,1.512161,0.3987848,-151.2161
37.48067,1.519532,0.3685415,-151.9532
37.50067,1.526295,0.3381509,-152.6295
37.52067,1.532447,0.307625,-153.2447
37.54067,1.537987,0.2769761,-153.7987
37.56067,1.542911,0.2462163,-154.2911
37.58067,1.547218,0.2153581,-154.7218
37.60067,1.550906,0.1844137,-155.0906
37.62067,1.553974,0.1533956,-155.3974
37.64067,1.556421,0.1223161,-155.6421
