t,z(t),v(t),a(t) (added)
4.559997,-0.5659506,0.8187988,0.5659506
4.579997,-0.5493482,0.8301178,0.5493482
4.599997,-0.5325261,0.8411048,0.5325261
4.619997,-0.515491,0.8517553,0.515491
4.639997,-0.4982497,0.8620651,0.4982497
4.659997,-0.4808091,0.8720301,0.4808091
4.679996,-0.4631762,0.8816463,0.4631762
4.699996,-0.445358,0.8909099,0.445358
4.719996,-0.4273616,0.899817,0.4273616
4.739996,-0.4091944,0.9083642,0.4091944
4.759996,-0.3908634,0.9165481,0.3908634
4.779996,-0.3723761,0.9243654,0.3723761
4.799996,-0.3537398,0.9318129,0.3537398
4.819996,-0.3349621,0.9388877,0.3349621
4.839996,-0.3160503,0.945587,0.3160503
4.859996,-0.2970122,0.951908,0.2970122
4.879996,-0.2778552,0.9578483,0.2778552
4.899996,-0.2585871,0.9634054,0.2585871
4.919996,-0.2392156,0.9685771,0.2392156
4.939996,-0.2197483,0.9733614,0.2197483
4.959996,-0.2001932,0.9777563,0.2001932
4.979996,-0.180558,0.9817602,0.180558
4.999996,-0.1608506,0.9853714,0.1608506
5.019996,-0.1410788,0.9885883,0.1410788
5.039996,-0.1212506,0.9914099,0.1212506
5.059996,-0.1013739,0.9938349,0.1013739
5.079996,-0.08145666,0.9958624,0.08145666
5.099996,-0.06150683,0.9974915,0.06150683
5.119996,-0.0415324,0.9987216,0.0415324
5.139996,-0.02154135,0.9995522,0.02154135
5.159996,-0.001541693,0.9999831,0.001541693
5.179996,0.01845859,1.000014,0
5.199996,0.03845887,1.000014,0
5.219996,0.05845914,1.000014,0
5.239996,0.07845943,1.000014,0
5.259996,0.09845971,1.000014,0
5.279996,0.11846,1.000014,0
5.299996,0.1384603,1.000014,0
5.319996,0.1584605,1.000014,0
5.339996,0.1784608,1.000014,0
5.359996,0.1984611,1.000014,0
5.379996,0.2184614,1.000014,0
5.399996,0.2384617,1.000014,0
5.419996,0.258462,1.000014,0
5.439996,0.2784622,1.000014,0
5.459996,0.2984625,1.000014,0
5.479996,0.3184628,1.000014,0
5.499996,0.3384631,1.000014,0
5.519996,0.3584633,1.000014,0
5.539996,0.3784636,1.000014,0
5.559996,0.3984639,1.000014,0
5.579996,0.4184642,1.000014,0
5.599996,0.4384645,1.000014,0
5.619996,0.4584647,1.000014,0
5.639996,0.478465,1.000014,0
5.659996,0.4984653,1.000014,0
5.679996,0.5184656,1.000014,0
5.699996,0.5384659,1.000014,0
5.719995,0.5584661,1.000014,0
5.739995,0.5784664,1.000014,0
5.759995,0.5984667,1.000014,0
5.779995,0.618467,1.000014,0
5.799995,0.6384673,1.000014,0
5.819995,0.6584675,1.000014,0
5.839995,0.6784678,1.000014,0
5.859995,0.6984681,1.000014,0
5.879995,0.7184684,1.000014,0
5.899995,0.7384686,1.000014,0
5.919995,0.7584689,1.000014,0
5.939995,0.7784692,1.000014,0
5.959995,0.7984695,1.000014,0
5.979995,0.8184698,1.000014,0
5.999995,0.83847,1.000014,0
6.019995,0.8584703,1.000014,0
6.039995,0.8784706,1.000014,0
6.059995,0.8984709,1.000014,0
6.079995,0.9184712,1.000014,0
6.099995,0.9384714,1.000014,0
6.119995,0.9584717,1.000014,0
6.139995,0.978472,1.000014,0
6.159995,0.9984723,1.000014,0
6.179995,1.018473,1.000014,0
6.199995,1.038473,1.000014,0
6.219995,1.058473,1.000014,0
6.239995,1.078473,1.000014,0
6.259995,1.098474,1.000014,0
6.279995,1.118474,1.000014,0
6.299995,1.138474,1.000014,0
6.319995,1.158474,1.000014,0
6.339995,1.178474,1.000014,0
6.359995,1.198475,1.000014,0
6.379995,1.218475,1.000014,0
6.399995,1.238475,1.000014,0
6.419995,1.258475,1.000014,0
6.439995,1.278476,1.000014,0
6.459995,1.298476,1.000014,0
6.479995,1.318476,1.000014,0
6.499995,1.338476,1.000014,0
6.519995,1.358476,1.000014,0
6.539995,1.378477,1.000014,0
6.559995,1.398477,1.000014,0
6.579995,1.418477,1.000014,0
6.599995,1.438477,1.000014,0
6.619995,1.458477,1.000014,0
6.639995,1.478478,1.000014,0
6.659995,1.498478,1.000014,0
6.679995,1.518478,1.000014,0
6.699995,1.538478,1.000014,0
6.719995,1.558479,1.000014,0
6.739995,1.578479,1.000014,0
6.759995,1.598479,1.000014,0
6.779994,1.618479,1.000014,0
6.799994,1.638479,1.000014,0
6.819994,1.65848,1.000014,0
6.839994,1.67848,1.000014,0
6.859994,1.69848,1.000014,0
6.879994,1.71848,1.000014,0
6.899994,1.738481,1.000014,0
6.919994,1.758481,1.000014,0
6.939994,1.778481,1.000014,0
6.959994,1.798481,1.000014,0
6.979994,1.818481,1.000014,0
6.999994,1.838482,1.000014,0
7.019994,1.858482,1.000014,0
7.039994,1.878482,1.000014,0
7.059994,1.898482,1.000014,0
7.079994,1.918483,1.000014,0
7.099994,1.938483,1.000014,0
7.119994,1.958483,1.000014,0
7.139994,1.978483,1.000014,0
7.159994,1.998483,1.000014,0
7.179994,2.018484,1.000014,0
7.199994,2.038484,1.000014,0
7.219994,2.058484,1.000014,0
7.239994,2.078484,1.000014,0
7.259994,2.098485,1.000014,0
7.279994,2.118485,1.000014,0
7.299994,2.138485,1.000014,0
7.319994,2.158485,1.000014,0
7.339994,2.178485,1.000014,0
7.359994,2.198486,1.000014,0
7.379994,2.218486,1.000014,0
7.399994,2.238486,1.000014,0
7.419994,2.258486,1.000014,0
7.439994,2.278486,1.000014,0
7.459994,2.298487,1.000014,0
7.479994,2.318487,1.000014,0
7.499994,2.338487,1.000014,0
7.519994,2.358487,1.000014,0
7.539994,2.378488,1.000014,0
7.559994,2.398488,1.000014,0
7.579994,2.418488,1.000014,0
7.599994,2.438488,1.000014,0
7.619994,2.458488,1.000014,0
7.639994,2.478489,1.000014,0
7.659994,2.498489,1.000014,0
7.679994,2.518489,1.000014,0
7.699994,2.538489,1.000014,0
7.719994,2.55849,1.000014,0
7.739994,2.57849,1.000014,0
7.759994,2.59849,1.000014,0
7.779994,2.61849,1.000014,0
7.799994,2.63849,1.000014,0
7.819993,2.658491,1.000014,0
7.839993,2.678491,1.000014,0
7.859993,2.698491,1.000014,0
7.879993,2.718491,1.000014,0
7.899993,2.738492,1.000014,0
7.919993,2.758492,1.000014,0
7.939993,2.778492,1.000014,0
7.959993,2.798492,1.000014,0
7.979993,2.818492,1.000014,0
7.999993,2.838493,1.000014,0
8.019994,2.858493,1.000014,0
8.039994,2.878493,1.000014,0
8.059995,2.898493,1.000014,0
8.079995,2.918494,1.000014,0
8.099996,2.938494,1.000014,0
8.119996,2.958494,1.000014,0
8.139997,2.978494,1.000014,0
8.159997,2.998494,1.000014,0
8.179997,3.018495,1.000014,0
8.199998,3.038495,1.000014,0
8.219998,3.058495,1.000014,0
8.239999,3.078495,1.000014,0
8.259999,3.098495,1.000014,0
8.28,3.118496,1.000014,0
8.3,3.138496,1.000014,0
8.320001,3.158496,1.000014,0
8.340001,3.178496,1.000014,0
8.360002,3.198497,1.000014,0
8.380002,3.218497,1.000014,0
8.400002,3.238497,1.000014,0
8.420003,3.258497,1.000014,0
8.440003,3.278497,1.000014,0
8.460004,3.298498,1.000014,0
8.480004,3.318498,1.000014,0
8.500005,3.338498,1.000014,0
8.520005,3.358498,1.000014,0
8.540006,3.378499,1.000014,0
8.560006,3.398499,1.000014,0
8.580007,3.418499,1.000014,0
8.600007,3.438499,1.000014,0
8.620008,3.458499,1.000014,0
8.640008,3.4785,1.000014,0
8.660008,3.4985,1.000014,0
8.680009,3.5185,1.000014,0
8.700009,3.5385,1.000014,0
8.72001,3.558501,1.000014,0
8.74001,3.578501,1.000014,0
8.760011,3.598501,1.000014,0
8.780011,3.618501,1.000014,0
8.800012,3.638501,1.000014,0
8.820012,3.658502,1.000014,0
8.840013,3.678502,1.000014,0
8.860013,3.698502,1.000014,0
8.880013,3.718502,1.000014,0
8.900014,3.738503,1.000014,0
8.920014,3.758503,1.000014,0
8.940015,3.778503,1.000014,0
8.960015,3.798503,1.000014,0
8.980016,3.818503,1.000014,0
9.000016,3.838504,1.000014,0
9.020017,3.858504,1.000014,0
9.040017,3.878504,1.000014,0
9.060018,3.898504,1.000014,0
9.080018,3.918504,1.000014,0
9.100019,3.938505,1.000014,0
9.120019,3.958505,1.000014,0
9.140019,3.978505,1.000014,0
9.16002,3.998505,1.000014,0
9.18002,4.018506,1.000014,0
9.200021,4.038506,1.000014,0
9.220021,4.058506,1.000014,0
9.240022,4.078507,1.000014,0
9.260022,4.098507,1.000014,0
9.280023,4.118508,1.000014,0
9.300023,4.138508,1.000014,0
9.320024,4.158509,1.000014,0
9.340024,4.178509,1.000014,0
9.360024,4.19851,1.000014,0
9.380025,4.21851,1.000014,0
9.400025,4.238511,1.000014,0
9.420026,4.258511,1.000014,0
9.440026,4.278512,1.000014,0
9.460027,4.298512,1.000014,0
9.480027,4.318512,1.000014,0
9.500028,4.338513,1.000014,0
9.520028,4.358513,1.000014,0
9.540029,4.378514,1.000014,0
9.560029,4.398514,1.000014,0
9.580029,4.418515,1.000014,0
9.60003,4.438515,1.000014,0
9.62003,4.458516,1.000014,0
9.640031,4.478516,1.000014,0
9.660031,4.498517,1.000014,0
9.680032,4.518517,1.000014,0
9.700032,4.538517,1.000014,0
9.720033,4.558518,1.000014,0
9.740033,4.578518,1.000014,0
9.760034,4.598519,1.000014,0
9.780034,4.618519,1.000014,0
9.800035,4.63852,1.000014,0
9.820035,4.65852,1.000014,0
9.840035,4.678521,1.000014,0
9.860036,4.698521,1.000014,0
9.880036,4.718522,1.000014,0
9.900037,4.738522,1.000014,0
9.920037,4.758523,1.000014,0
9.940038,4.778523,1.000014,0
9.960038,4.798523,1.000014,0
9.980039,4.818524,1.000014,0
10.00004,4.838524,1.000014,0
10.02004,4.858525,1.000014,0
10.04004,4.878525,1.000014,0
10.06004,4.898526,1.000014,0
10.08004,4.918526,1.000014,0
10.10004,4.938527,1.000014,0
10.12004,4.958527,1.000014,0
10.14004,4.978528,1.000014,0
10.16004,4.998528,1.000014,0
10.18004,5.018528,1.000014,0
10.20004,5.038529,1.000014,0
10.22004,5.058529,1.000014,0
10.24004,5.07853,1.000014,0
10.26005,5.09853,1.000014,0
10.28005,5.118531,1.000014,0
10.30005,5.138531,1.000014,0
10.32005,5.158532,1.000014,0
10.34005,5.178532,1.000014,0
10.36005,5.198533,1.000014,0
10.38005,5.218533,1.000014,0
10.40005,5.238533,1.000014,0
10.42005,5.258534,1.000014,0
10.44005,5.278534,1.000014,0
10.46005,5.298535,1.000014,0
10.48005,5.318535,1.000014,0
10.50005,5.338536,1.000014,0
10.52005,5.358536,1.000014,0
10.54005,5.378537,1.000014,0
10.56005,5.398537,1.000014,0
10.58005,5.418538,1.000014,0
10.60005,5.438538,1.000014,0
10.62005,5.458539,1.000014,0
10.64005,5.478539,1.000014,0
10.66005,5.498539,1.000014,0
10.68005,5.51854,1.000014,0
10.70006,5.53854,1.000014,0
10.72006,5.558541,1.000014,0
10.74006,5.578541,1.000014,0
10.76006,5.598542,1.000014,0
10.78006,5.618542,1.000014,0
10.80006,5.638543,1.000014,0
10.82006,5.658543,1.000014,0
10.84006,5.678544,1.000014,0
10.86006,5.698544,1.000014,0
10.88006,5.718544,1.000014,0
10.90006,5.738545,1.000014,0
10.92006,5.758545,1.000014,0
10.94006,5.778546,1.000014,0
10.96006,5.798546,1.000014,0
10.98006,5.818547,1.000014,0
11.00006,5.838547,1.000014,0
11.02006,5.858548,1.000014,0
11.04006,5.878548,1.000014,0
11.06006,5.898549,1.000014,0
11.08006,5.918549,1.000014,0
11.10006,5.93855,1.000014,0
11.12006,5.95855,1.000014,0
11.14007,5.97855,1.000014,0
11.16007,5.998551,1.000014,0
11.18007,6.018551,1.000014,0
11.20007,6.038552,1.000014,0
11.22007,6.058552,1.000014,0
11.24007,6.078553,1.000014,0
11.26007,6.098553,1.000014,0
11.28007,6.118554,1.000014,0
11.30007,6.138554,1.000014,0
11.32007,6.158555,1.000014,0
11.34007,6.178555,1.000014,0
11.36007,6.198555,1.000014,0
11.38007,6.218556,1.000014,0
11.40007,6.238556,1.000014,0
11.42007,6.258557,1.000014,0
11.44007,6.278557,1.000014,0
11.46007,6.298558,1.000014,0
11.48007,6.318558,1.000014,0
11.50007,6.338559,1.000014,0
11.52007,6.358559,1.000014,0
11.54007,6.37856,1.000014,0
11.56007,6.39856,1.000014,0
11.58008,6.418561,1.000014,0
11.60008,6.438561,1.000014,0
11.62008,6.458561,1.000014,0
11.64008,6.478562,1.000014,0
11.66008,6.498562,1.000014,0
11.68008,6.518563,1.000014,0
11.70008,6.538563,1.000014,0
11.72008,6.558564,1.000014,0
11.74008,6.578564,1.000014,0
11.76008,6.598565,1.000014,0
11.78008,6.618565,1.000014,0
11.80008,6.638566,1.000014,0
11.82008,6.658566,1.000014,0
11.84008,6.678566,1.000014,0
11.86008,6.698567,1.000014,0
11.88008,6.718567,1.000014,0
11.90008,6.738568,1.000014,0
11.92008,6.758568,1.000014,0
11.94008,6.778569,1.000014,0
11.96008,6.798569,1.000014,0
11.98008,6.81857,1.000014,0
12.00008,6.83857,1.000014,0
12.02009,6.858571,1.000014,0
12.04009,6.878571,1.000014,0
12.06009,6.898571,1.000014,0
12.08009,6.918572,1.000014,0
12.10009,6.938572,1.000014,0
12.12009,6.958573,1.000014,0
12.14009,6.978573,1.000014,0
12.16009,6.998574,1.000014,0
12.18009,7.018574,1.000014,0
12.20009,7.038575,1.000014,0
12.22009,7.058575,1.000014,0
12.24009,7.078576,1.000014,0
12.26009,7.098576,1.000014,0
12.28009,7.118577,1.000014,0
12.30009,7.138577,1.000014,0
12.32009,7.158577,1.000014,0
12.34009,7.178578,1.000014,0
12.36009,7.198578,1.000014,0
12.38009,7.218579,1.000014,0
12.40009,7.238579,1.000014,0
12.42009,7.25858,1.000014,0
12.44009,7.27858,1.000014,0
12.4601,7.298581,1.000014,0
12.4801,7.318581,1.000014,0
12.5001,7.338582,1.000014,0
12.5201,7.358582,1.000014,0
12.5401,7.378582,1.000014,0
12.5601,7.398583,1.000014,0
12.5801,7.418583,1.000014,0
12.6001,7.438584,1.000014,0
12.6201,7.458584,1.000014,0
12.6401,7.478585,1.000014,0
12.6601,7.498585,1.000014,0
12.6801,7.518586,1.000014,0
12.7001,7.538586,1.000014,0
12.7201,7.558587,1.000014,0
12.7401,7.578587,1.000014,0
12.7601,7.598588,1.000014,0
12.7801,7.618588,1.000014,0
12.8001,7.638588,1.000014,0
12.8201,7.658589,1.000014,0
12.8401,7.678589,1.000014,0
12.8601,7.69859,1.000014,0
12.88011,7.71859,1.000014,0
12.90011,7.738591,1.000014,0
12.92011,7.758591,1.000014,0
12.94011,7.778592,1.000014,0
12.96011,7.798592,1.000014,0
12.98011,7.818593,1.000014,0
13.00011,7.838593,1.000014,0
13.02011,7.858593,1.000014,0
13.04011,7.878594,1.000014,0
13.06011,7.898594,1.000014,0
13.08011,7.918595,1.000014,0
13.10011,7.938595,1.000014,0
13.12011,7.958596,1.000014,0
13.14011,7.978596,1.000014,0
13.16011,7.998597,1.000014,0
13.18011,8.018597,1.000014,0
13.20011,8.038597,1.000014,0
13.22011,8.058598,1.000014,0
13.24011,8.078598,1.000014,0
13.26011,8.098598,1.000014,0
13.28011,8.118599,1.000014,0
13.30011,8.138599,1.000014,0
13.32012,8.1586,1.000014,0
13.34012,8.1786,1.000014,0
13.36012,8.198601,1.000014,0
13.38012,8.218601,1.000014,0
13.40012,8.238602,1.000014,0
13.42012,8.258602,1.000014,0
13.44012,8.278603,1.000014,0
13.46012,8.298603,1.000014,0
13.48012,8.318604,1.000014,0
13.50012,8.338604,1.000014,0
13.52012,8.358604,1.000014,0
13.54012,8.378605,1.000014,0
13.56012,8.398605,1.000014,0
13.58012,8.418606,1.000014,0
13.60012,8.438606,1.000014,0
13.62012,8.458607,1.000014,0
13.64012,8.478607,1.000014,0
13.66012,8.498608,1.000014,0
13.68012,8.518608,1.000014,0
13.70012,8.538609,1.000014,0
13.72012,8.558609,1.000014,0
13.74012,8.578609,1.000014,0
13.76013,8.59861,1.000014,0
13.78013,8.61861,1.000014,0
13.80013,8.638611,1.000014,0
13.82013,8.658611,1.000014,0
13.84013,8.678612,1.000014,0
13.86013,8.698612,1.000014,0
13.88013,8.718613,1.000014,0
13.90013,8.738613,1.000014,0
13.92013,8.758614,1.000014,0
13.94013,8.778614,1.000014,0
13.96013,8.798615,1.000014,0
13.98013,8.818615,1.000014,0
14.00013,8.838615,1.000014,0
14.02013,8.858616,1.000014,0
14.04013,8.878616,1.000014,0
14.06013,8.898617,1.000014,0
14.08013,8.918617,1.000014,0
14.10013,8.938618,1.000014,0
14.12013,8.958618,1.000014,0
14.14013,8.978619,1.000014,0
14.16013,8.998619,1.000014,0
14.18013,9.01862,1.000014,0
14.20014,9.03862,1.000014,0
14.22014,9.05862,1.000014,0
14.24014,9.078621,1.000014,0
14.26014,9.098621,1.000014,0
14.28014,9.118622,1.000014,0
14.30014,9.138622,1.000014,0
14.32014,9.158623,1.000014,0
14.34014,9.178623,1.000014,0
14.36014,9.198624,1.000014,0
14.38014,9.218624,1.000014,0
14.40014,9.238625,1.000014,0
14.42014,9.258625,1.000014,0
14.44014,9.278625,1.000014,0
14.46014,9.298626,1.000014,0
14.48014,9.318626,1.000014,0
14.50014,9.338627,1.000014,0
14.52014,9.358627,1.000014,0
14.54014,9.378628,1.000014,0
14.56014,9.398628,1.000014,0
14.58014,9.418629,1.000014,0
14.60014,9.438629,1.000014,0
14.62014,9.45863,1.000014,0
14.64015,9.47863,1.000014,0
14.66015,9.498631,1.000014,0
14.68015,9.518631,1.000014,0
14.70015,9.538631,1.000014,0
14.72015,9.558632,1.000014,0
14.74015,9.578632,1.000014,0
14.76015,9.598633,1.000014,0
14.78015,9.618633,1.000014,0
14.80015,9.638634,1.000014,0
14.82015,9.658634,1.000014,0
14.84015,9.678635,1.000014,0
14.86015,9.698635,1.000014,0
14.88015,9.718636,1.000014,0
14.90015,9.738636,1.000014,0
14.92015,9.758636,1.000014,0
14.94015,9.778637,1.000014,0
14.96015,9.798637,1.000014,0
14.98015,9.818638,1.000014,0
15.00015,9.838638,1.000014,0
15.02015,9.858639,1.000014,0
15.04015,9.878639,1.000014,0
15.06015,9.89864,1.000014,0
15.08016,9.91864,1.000014,0
15.10016,9.938641,1.000014,0
15.12016,9.958641,1.000014,0
15.14016,9.978642,1.000014,0
15.16016,9.998642,1.000014,0
15.18016,10.01864,1.000014,0
15.20016,10.03864,1.000014,0
15.22016,10.05864,1.000014,0
15.24016,10.07864,1.000014,0
15.26016,10.09864,1.000014,0
