t,z(t),v(t),a(t) (added)
15.28016,10.11864,1.000014,0
15.30016,10.13865,1.000014,0
15.32016,10.15865,1.000014,0
15.34016,10.17865,1.000014,0
15.36016,10.19865,1.000014,0
15.38016,10.21865,1.000014,0
15.40016,10.23865,1.000014,0
15.42016,10.25865,1.000014,0
15.44016,10.27865,1.000014,0
15.46016,10.29865,1.000014,0
15.48016,10.31865,1.000014,0
15.50016,10.33865,1.000014,0
15.52017,10.35865,1.000014,0
15.54017,10.37865,1.000014,0
15.56017,10.39865,1.000014,0
15.58017,10.41865,1.000014,0
15.60017,10.43865,1.000014,0
15.62017,10.45865,1.000014,0
15.64017,10.47865,1.000014,0
15.66017,10.49865,1.000014,0
15.68017,10.51865,1.000014,0
15.70017,10.53865,1.000014,0
15.72017,10.55865,1.000014,0
15.74017,10.57866,1.000014,0
15.76017,10.59866,1.000014,0
15.78017,10.61866,1.000014,0
15.80017,10.63866,1.000014,0
15.82017,10.65866,1.000014,0
15.84017,10.67866,1.000014,0
15.86017,10.69866,1.000014,0
15.88017,10.71866,1.000014,0
15.90017,10.73866,1.000014,0
15.92017,10.75866,1.000014,0
15.94018,10.77866,1.000014,0
15.96018,10.79866,1.000014,0
15.98018,10.81866,1.000014,0
16.00018,10.83866,1.000014,0
16.02018,10.85866,1.000014,0
16.04018,10.87866,1.000014,0
16.06018,10.89866,1.000014,0
16.08018,10.91866,1.000014,0
16.10018,10.93866,1.000014,0
16.12018,10.95866,1.000014,0
16.14018,10.97866,1.000014,0
16.16018,10.99866,1.000014,0
16.18018,11.01867,1.000014,0
16.20018,11.03867,1.000014,0
16.22018,11.05867,1.000014,0
16.24018,11.07867,1.000014,0
16.26018,11.09867,1.000014,0
16.28018,11.11867,1.000014,0
16.30018,11.13867,1.000014,0
16.32018,11.15867,1.000014,0
16.34018,11.17867,1.000014,0
16.36018,11.19867,1.000014,0
16.38018,11.21867,1.000014,0
16.40018,11.23867,1.000014,0
16.42019,11.25867,1.000014,0
16.44019,11.27867,1.000014,0
16.46019,11.29867,1.000014,0
16.48019,11.31867,1.000014,0
16.50019,11.33867,1.000014,0
16.52019,11.35867,1.000014,0
16.54019,11.37867,1.000014,0
16.56019,11.39867,1.000014,0
16.58019,11.41867,1.000014,0
16.60019,11.43867,1.000014,0
16.62019,11.45868,1.000014,0
16.64019,11.47868,1.000014,0
16.66019,11.49868,1.000014,0
16.68019,11.51868,1.000014,0
16.70019,11.53868,1.000014,0
16.72019,11.55868,1.000014,0
16.74019,11.57868,1.000014,0
16.76019,11.59868,1.000014,0
16.78019,11.61868,1.000014,0
16.80019,11.63868,1.000014,0
16.82019,11.65868,1.000014,0
16.84019,11.67868,1.000014,0
16.8602,11.69868,1.000014,0
16.8802,11.71868,1.000014,0
16.9002,11.73868,1.000014,0
16.9202,11.75868,1.000014,0
16.9402,11.77868,1.000014,0
16.9602,11.79868,1.000014,0
16.9802,11.81868,1.000014,0
17.0002,11.83868,1.000014,0
17.0202,11.85868,1.000014,0
17.0402,11.87868,1.000014,0
17.0602,11.89869,1.000014,0
17.0802,11.91869,1.000014,0
17.1002,11.93869,1.000014,0
17.1202,11.95869,1.000014,0
17.1402,11.97869,1.000014,0
17.1602,11.99869,1.000014,0
17.1802,12.01869,1.000014,0
17.2002,12.03869,1.000014,0
17.2202,12.05869,1.000014,0
17.2402,12.07869,1.000014,0
17.2602,12.09869,1.000014,0
17.2802,12.11869,1.000014,0
17.30021,12.13869,1.000014,0
17.32021,12.15869,1.000014,0
17.34021,12.17869,1.000014,0
17.36021,12.19869,1.000014,0
17.38021,12.21869,1.000014,0
17.40021,12.23869,1.000014,0
17.42021,12.25869,1.000014,0
17.44021,12.27869,1.000014,0
17.46021,12.29869,1.000014,0
17.48021,12.3187,1.000014,0
17.50021,12.3387,1.000014,0
17.52021,12.3587,1.000014,0
17.54021,12.3787,1.000014,0
17.56021,12.3987,1.000014,0
17.58021,12.4187,1.000014,0
17.60021,12.4387,1.000014,0
17.62021,12.4587,1.000014,0
17.64021,12.4787,1.000014,0
17.66021,12.4987,1.000014,0
17.68021,12.5187,1.000014,0
17.70021,12.5387,1.000014,0
17.72021,12.5587,1.000014,0
17.74022,12.5787,1.000014,0
17.76022,12.5987,1.000014,0
17.78022,12.6187,1.000014,0
17.80022,12.6387,1.000014,0
